business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours,hex_id
OPERATIONAL,"{'location': {'lat': 52.37648840000001, 'lng': 4.6222789}, 'viewport': {'northeast': {'lat': 52.37778198029149, 'lng': 4.6236584}, 'southwest': {'lat': 52.3750840197085, 'lng': 4.620687600000002}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_christian_pinlet,"Saint Bavo of Ghent Catholic Cathedral, Leidsevaart","[{'height': 1045, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109983599554856190428"">Kathedrale Basiliek Sint Bavo</a>'], 'photo_reference': 'AXQCQNTZlFqxD0ilUClFxDK1jQOMa9TKJHiakbEAr2QaZxJ0YnpwNGBxaa8SR0_EJfc47uyf9Csqe9mdw8DgRa6dDokannwvqOKNM093kIcDhFFszsidfoFgRNlU5JNpRrBGn3A_7MXiPMGiqwSRiXzqFa5ZizXhnKGY-FMoNhhvsTgsfKjIsZ-3sZ2LQ9ELNR2Imb6Jaeoeg6OIOIjtmrHAO0CfW-rzMzyxk4qDNHCtUlxD03iQlitJ9SvV-bsYb7RYtSww_pQYgycXpWZTG6iwzAmxRQ_S3OMdGeuNp00DlfyybyNS10jbsLQ5OKRY4l3wUPzfdBC8wXw', 'width': 1600}]",ChIJewMWevPvxUcRU7-Z4v2H4pI,"{'compound_code': '9JGC+HW Haarlem, Netherlands', 'global_code': '9F469JGC+HW'}",4.6,ChIJewMWevPvxUcRU7-Z4v2H4pI,GOOGLE,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",1681,"Leidsevaart 146, Haarlem",,8819682ed1fffff
OPERATIONAL,"{'location': {'lat': 52.3713318, 'lng': 4.6144789}, 'viewport': {'northeast': {'lat': 52.3726784802915, 'lng': 4.615900030291503}, 'southwest': {'lat': 52.3699805197085, 'lng': 4.613202069708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_christian_pinlet,Pelgrimkerk,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110501090673123348301"">Pelgrimkerk</a>'], 'photo_reference': 'AXQCQNRGZUSgzx1FufKs4GE4xR6VfnYywn7YQ5rQmT4_iRYPNbM-p1dVKnKRtcFZQHNsGTc_IfFElsWkUkCHd5UQ7IiZISzIKIc2X60MFinTR5LiVQXnVUzqOlLKY5VlirUg2hZQiTXCo0NVQBS1TL7ZUwlOCG-j72ARIxd_VXvj8wc70y7C610lpSSNQ8DA_oVGgZtKlSN8Hho4CdQbFecP0_e23uQPIX5ffXHOMV0liaQ4blW3xLWHdgRpFkYkDTsz_sVpx5-KOb_8jorr8fk-bdOCbiQQefQqf-3-ak5UQARtpAXxreG2C82QIbICOtUu_ZXkopy1hT8', 'width': 684}]",ChIJyzM0jSTvxUcRZUTC8Zxn4GU,"{'compound_code': '9JC7+GQ Haarlem, Netherlands', 'global_code': '9F469JC7+GQ'}",4.5,ChIJyzM0jSTvxUcRZUTC8Zxn4GU,GOOGLE,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",24,"Stephensonstraat 1, Haarlem",{'open_now': False},8819682ed1fffff
