business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,hex_id
OPERATIONAL,"{'location': {'lat': 52.39047799999999, 'lng': 4.6380579}, 'viewport': {'northeast': {'lat': 52.39182478029149, 'lng': 4.639426330291502}, 'southwest': {'lat': 52.38912681970849, 'lng': 4.636728369708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Het Dolhuys,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108277111621512904344"">Sander Degen</a>'], 'photo_reference': 'AXQCQNS2E6r6WlYA1SCQTZVN1QWjvD8Ackjvs231fqeI_yWoQbR0r3qL2hP_NcySu99qztwpKvx5GLmKMJTFkSbvmjQCBCgr0CYXRL6W-4ooXN4MWmC9nHrw6eDwr-0GyNkDeDM0fFqrzAcNIZibApZaZ37p5OqBxplBpfr5P2-KYx6QKYzND27TYnFWnMzKG7sQWS8ifHJZ_hmEP9GecyH2zUe84bu9U6zavXF22TTA5Jw8X-WEFr7AwW0KEymamP_e2Cm1KehzSa8mJ3MPMRrMpHVj_6seHcmwn3pqkYvOC1uKRaRT6YKh9tQPTTQAUgPzPTdR-wCThC4mOalKX6s_R5qRTFoVO56T_n6SOLFp2CWuIEMFKh6jj4lXS16ULejVNM5j6UNXDyM5gQdnCMsIpvcOtoJ6UquSMBfBL9pBEcKdxjZoykd0S4e96aWXowjnh49wb_vPPPqF56fT0KB_TgvQPigVeBZrMWofIfsHBsCkD7e_JRtRwGP_0NwCRFHbl_48Knuk7rPnkGxmDhUe5QXy3ipjGE9qbZhnvjVHnG_4L6B3Fvuzmv0dKfr7W_naSI4r_vAh5zy82zQ9_XS4abKVeHtPYTse6AWyDGZt0hDthBZ036l0117w1-aXtvzugUO53w', 'width': 4160}]",ChIJxfcBs3PvxUcReOojnqq1zx4,"{'compound_code': '9JRQ+56 Haarlem, Netherlands', 'global_code': '9F469JRQ+56'}",4.0,ChIJxfcBs3PvxUcReOojnqq1zx4,GOOGLE,"['museum', 'tourist_attraction', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",1080,"Schotersingel 2, Haarlem",8819682531fffff
OPERATIONAL,"{'location': {'lat': 52.39611109999999, 'lng': 4.635833299999999}, 'viewport': {'northeast': {'lat': 52.39732563029149, 'lng': 4.637089530291502}, 'southwest': {'lat': 52.3946276697085, 'lng': 4.634391569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Haarlemmer Kweektuin,{'open_now': False},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100298145435539932672"">MTA Held (DeManInDeHoed)</a>'], 'photo_reference': 'AXQCQNQh5fWGvEm67nq0o3tc57hw48gfYY5f4k3PY521gF4xXlil7C_5lSFEwHK5_Rxcgw_LSjm3wEaKrmst4a6T-Eib9aLaFuy57V8JIKB7ucUj3klhST-FNjju4KJgErolG6F1taal8w1Sk-FNmxJBa3UX_WCpjAh80-lxVMHmzBjobGWqcdJDMKQNjOq8BfUA747VBPotQupWrGrSKL0U_Dm_iPjWsQODYX4x47IfYHRQUJLA5kJ8GhsQZYw10EfZRWHVj2y2-S7I4VH2cDbq5GaB0_m0_nnBuhk7_4VCK-OOannCO-w3_k125t4hKlAjitqDxam9d-7-bAwjwR1ICF758-_5ECGJUV35EihDX4aUWh5OpRXF74LNhHDpTVzsA-QaZWvZLpmC6bQpOBATeYgwKky_C90tZFCBDGiNXqUVPTJYtMXmpfmabO7aZjAfEUUNTeZ_bZzJP1-PYk49OhDiD1LsBgG1hQcRTu9vHzIpvdJ9OVHfr942s9UNx02tVs24v7GFtuGCE4-RKp79A42e93w9sc764UMD_g-66_zBp0lnlNOy_7SJLtS7w0bOau5WA9Mt7y4eQNmaj2ynrLCAOyltkREyMsNYEVkjsHM8HNozZQVU2-mvxKuVbsL-JgvhSUrh', 'width': 5312}]",ChIJ8UReJHXvxUcR_j0h1eSUV74,"{'compound_code': '9JWP+C8 Haarlem, Netherlands', 'global_code': '9F469JWP+C8'}",4.5,ChIJ8UReJHXvxUcR_j0h1eSUV74,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1026,"Kleverlaan 9, Haarlem",8819682531fffff
