business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,hex_id
OPERATIONAL,"{'location': {'lat': 52.402916, 'lng': 4.639642}, 'viewport': {'northeast': {'lat': 52.4044189802915, 'lng': 4.641621980291503}, 'southwest': {'lat': 52.4017210197085, 'lng': 4.638924019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Zaanenpark,{'open_now': True},"[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101281410236553984839"">Cees de la Bije</a>'], 'photo_reference': 'AXQCQNRxIdwvg6U5W-L3SnclBDfLNyveszcHJyJqGVJi3tPjoxtKq97dOk9QOJHWtGjRYntaoVudxVYYO-raAAE5DktvIflqlphz4z4Or7qwDTjLWXWYpxOtkqHxVlqVkbuXlwvXtZVCB6c7TXSrrpRBuVoITB-TL1lu0MMRFR6Us8j4PKEx-OCm8nrIPktXFAovDRqD48ETNvT_ZgBNMxvzpAnl9-22fPal-gxntx-YlOM_gJT1em9uL3yX6OPa-8KwlGr__vL_0HUTHEtckvHfgW-3huBLcoddOJFn08J65JqfYHeD46-MPCLaKlBcJ9HEV5L9HVn3FLsNNpx33MvGKbIaVBMb0Ueks_KK9zIip2u1blGIYb7GuQDSxyMmXtdhp5HMLwUjHIzq33o3sS0IAdFffL58hL7ZBp4whIopi1gxEYY94erNDO0aE66GpNBBOc46e1ZphsiaC8z_9W793CEnKBUbl2xiEXKtqUg6-YwDHSIF8YWCxQ6G82m9g5wT29dkIEMN5uKZDuG1rDZDQCm59YqncOugHZqssIiYs6chvaMBH1zeGanG3vToMh1SWnwHnp9zAQl8QuW2X5qUGaISincDpTg19K29Esm5gH6x9TijENc8tKUol3HtD7AvDUdPeQ', 'width': 4618}]",ChIJFZlVxJ7vxUcRg8l83jyRpR4,"{'compound_code': 'CJ3Q+5V Haarlem, Netherlands', 'global_code': '9F46CJ3Q+5V'}",4.2,ChIJFZlVxJ7vxUcRg8l83jyRpR4,GOOGLE,"['park', 'point_of_interest', 'establishment']",392,"Orionweg 1, Haarlem",8819682539fffff
OPERATIONAL,"{'location': {'lat': 52.39611109999999, 'lng': 4.635833299999999}, 'viewport': {'northeast': {'lat': 52.39732563029149, 'lng': 4.637089530291502}, 'southwest': {'lat': 52.3946276697085, 'lng': 4.634391569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Haarlemmer Kweektuin,{'open_now': False},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100298145435539932672"">MTA Held (DeManInDeHoed)</a>'], 'photo_reference': 'AXQCQNSRUa-ASEz7FIby7D0gt3XhCKVrvaQ2kooDGLeEe-Z9gsRTjOAyWElhE83f6CelXCJmXNpSoh9DZNkOls2H5QFc-IONzDPt8rBvoUc72WNX2HlHA6ugowg-IZ2N61Z22Rdx417KNUjq-6UuSVPeyNlaJ8iBJZzxn43_7eEZoE2kDmUSNSTlgcoSoLIAstIEf-ygPRnLAKPcjv0RmFjv4uccOv4hKniLja1XXtE_iNcfudy7PQwky1G94u8z0UuCu47oBwMtQg73u69vl10k4Ogv1IIEE1C_2GRj11BKKtnKyDLGmVmaaSWZN33ppcxM-2wbf9EQgXXI1NiAJsxm1cSMTF35NZJMuz9qgUTf9aBIQbvVN1UupNlVt0LsQogB2MprWW5fQA8824LIF7hUMke39yCmTN54nV1FO-g0Ktw4v_qPZQ6v3rp8kw5FjyB-dLrCWkomvszRHGEODu5bYNG7sRlHoeuqkTEmcQWGE4VKTPT98Ge5SpI_L1to0sX54b7kOdgChItceV1WkvWPq0J1sYVcyMcSQPc_kciPZLpEMZjkeTel3SF24wPYBGQPL5W4jlgTeNwjpmuLrAqKgW9OZNKnyuxC44Oe_n7bKGJ_xIciKv4_32fI82PHPS7zD7uH08QL', 'width': 5312}]",ChIJ8UReJHXvxUcR_j0h1eSUV74,"{'compound_code': '9JWP+C8 Haarlem, Netherlands', 'global_code': '9F469JWP+C8'}",4.5,ChIJ8UReJHXvxUcR_j0h1eSUV74,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1026,"Kleverlaan 9, Haarlem",8819682539fffff
