business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours,hex_id
OPERATIONAL,"{'location': {'lat': 52.40578979999999, 'lng': 4.659794999999999}, 'viewport': {'northeast': {'lat': 52.4071204802915, 'lng': 4.661176030291503}, 'southwest': {'lat': 52.4044225197085, 'lng': 4.658478069708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Wie Zaait Zal Oogsten,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102668823178860029186"">Jonny Riksman</a>'], 'photo_reference': 'AXQCQNT9I57FKO268GFGuZts-JXTpavPmVb2noVwwe_GuvDlKqmfszx-TVH5jkJiReTAfoyHk4uuainqrOSMOuoQlD_HrjiZuvswBWxoABGYFnGDDJrWZMI76pZfbodsCSuUq0g4mCUbXQsn-9gfpuS504Fun5E_pCruJcLc2JL7j9GMAIbMNwUVEEGkhBG7BPFrH-jty94IBSWh7iiavHhrxqto3EEIObamFhUOPGQCyQ8nttZL_JE1FfDIgm0_UThCOuNGbTKADiYwT6HEcNlCM7yuwqv75YogiLMjkAsTuVrVe3vm8QH7BRLnCgScrrP3YmwD9vJQ4cg-Jv2f5YfqxhT5UEfV_0BVWDOuyT9qkuGs07qcZztn09fwZzg8HYqBg0IgTKIeSh76R0AL1c_etN299BXZy8hdyGys0lgjWOfpnmumSwnskI2XDCwtw1Z87MzRRB2movvPM6BGhOJuAX15C55gqLHeTwO16ZUkwiQsIUbBLXWBeCAFtagKb4p5-LmYOPs6xUlHqlQBwSZfeNdtHczj8CrVI77Isn-ndHBf6IQcFypWi2vll-Ooi0_ESBhNMJ3cJPfHVagdhoqhXOUtobFc1OkJu_k7KGTrM0O2D_tbUbJOL0PCh687vCeiL34J-A', 'width': 3000}]",ChIJyeofKoTvxUcRHFl1_uJYzXM,"{'compound_code': 'CM45+8W Haarlem, Netherlands', 'global_code': '9F46CM45+8W'}",4.3,ChIJyeofKoTvxUcRHFl1_uJYzXM,GOOGLE,"['park', 'point_of_interest', 'establishment']",38,"Spaarndamseweg 792, Haarlem",,881968251dfffff
OPERATIONAL,"{'location': {'lat': 52.4019492, 'lng': 4.6660467}, 'viewport': {'northeast': {'lat': 52.4031216802915, 'lng': 4.666809649999999}, 'southwest': {'lat': 52.4004237197085, 'lng': 4.663757850000001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Schoteroog (Spaarnwoude Park),"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108796335646007937972"">Jun Hu</a>'], 'photo_reference': 'AXQCQNRUu1dtWhXwzfoiiclWwD2aVibx_lk2x5eVuYb29jA2wU7PfGtyFtqO0dDBQ5u_y5WObHPoJ4_63o_yIH-Q5Qsaafsy6NIgAuo1mHXHnrhf_KPUUqrB8kczx7UIsp2pYV9Acb1UVCw_Ft1YZcsdDy-r3XZHeEOpfgz6-8Bw-3T5vxvwffdeh8s1TQ2uT6aiowJ2xEezJTxeQmwuQedr7x8vHEGFrR5mZOrdln4MJf6_BHO6Xp34lab01jNHwbKvGlKg2hbNYz9TIJWMOor-tjWYwZvLCDy6j4lsOqkx74gwVFBIZeGHu3XlA__ILay85bA8VNTdI6IPWY2B-n0pmE3_jbB6GVkP-fA43lV6jW5BQxi79VF7BaXv1CGLQT3elzRrsSwBzDg91JXeiodCViODn-V7iOQ4ny6Px6HzDZ2W4JEMZpoNSINw4s17G-3QUkFyGofg_fcXczX6ykaAZ0w83LvuvWzQwgUfnAcxNHmv6IGs0uljqsXAVnV-yury_kGpkuCg6e5YvIOYxHLNn-ZS8qRIg9O9MHrkdxHAWRmY9iQNyzf5MTdBwGld2B6aL2NXcROix56GUUeHgS5lHRWImsPIJwYk1TjkJiSJTFWhwN7wQrh1aOyfW2BipietXoCUvQ', 'width': 5333}]",ChIJh-Jdmn7lxUcRRsZjzAS7VUY,"{'compound_code': 'CM28+QC Haarlem, Netherlands', 'global_code': '9F46CM28+QC'}",4.4,ChIJh-Jdmn7lxUcRRsZjzAS7VUY,GOOGLE,"['park', 'point_of_interest', 'establishment']",350,"Waarderpolder, Haarlem",{'open_now': True},881968251dfffff
